Tactic_A,Tactic_B,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,logRR_norm,phi_norm,Score_default,Score_minus_conf
Policy conversion,Additional side branches with uncertainty measures,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Tuner and meta-tuner blocks,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Adapter module,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Bottleneck module,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Separation of convolutional kernels,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Depthwise-separable convolution layers,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Convolution unfolding,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Activation function selection,0,4,1,212,217,1,4,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Policy conversion,Layer fusion,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Fault-map-based neuron re-mapping,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Multiscale feature processing architectures,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Architecture design through math. optimization,0,5,1,211,217,1,5,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
Policy conversion,Neural architecture search,0,10,1,206,217,1,10,0.19007895443513734,,-0.014955052834949042,1.0,,-0.014955052834949042,,
Policy conversion,Hardware and Software codesign,0,8,1,208,217,1,8,0.17185068465818631,,-0.013312051063847861,1.0,,-0.013312051063847861,,
Policy conversion,Architecture design optimization with reinforcement learning,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Model format conversion,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Normalization,0,3,1,213,217,1,3,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Policy conversion,Feature encoding,0,3,1,213,217,1,3,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Policy conversion,On-chip weight caching,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Cache preloading,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Prediction/intermediate result caching,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Relevant content caching,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Light communication protocol usage,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Cloud compression and edge reconstruction,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Deadline-aware scheduling,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Memory scheduling,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Multitask Scheduling,0,3,1,213,217,1,3,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Policy conversion,Single task assignment,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Adaptive model scheduling,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Adaptive batching,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Sensor duty cycle,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Later local processing of encoded features,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Concurrent processing hardware,0,7,1,209,217,1,7,0.16170349855334454,,-0.012422599874998832,1.0,,-0.012422599874998832,,
Policy conversion,Straggler mitigation,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Prediction combination of multi-models,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Competing models ,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Multi-model of different models,0,6,1,210,217,1,6,0.15066306992548228,,-0.011473806513691905,1.0,,-0.011473806513691905,,
Policy conversion,Task-level parallelism on CNN layer-level,0,9,1,207,217,1,9,0.18126924692201818,,-0.014153462926807447,1.0,,-0.014153462926807447,,
Policy conversion,Data-level parallelsim in CNN layer,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Event-based processing,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Partial layer execution,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Matrix-multiplication optimization,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Simultaneous memory loading,0,4,1,212,217,1,4,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Policy conversion,External computational offloading,0,11,1,205,217,1,11,0.19837015644199685,,-0.015723016016341327,1.0,,-0.015723016016341327,,
Policy conversion,Internal computation balancing,0,3,1,213,217,1,3,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Policy conversion,Quantitative sensor selection,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Out-of-distribution detection,0,3,1,213,217,1,3,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Policy conversion,Failure prevention or mitigation,0,3,1,213,217,1,3,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Policy conversion,Independent model development,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Coupled semantic descriptions,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Test time adaption,0,2,1,214,217,1,2,0.08997290406174518,,-0.006562493591317981,1.0,,-0.006562493591317981,,
Policy conversion,Merging of fault maps,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,High-level synthesis,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Policy conversion,Post-hoc uncertainty calibration ,0,1,1,215,217,1,1,0.06449301496838222,,-0.004629629629629629,1.0,,-0.004629629629629629,,
Feature encoding,Pruning,0,23,3,191,217,3,23,0.42522402580291163,,-0.040767754752210374,1.0,,-0.040767754752210374,,
Feature encoding,Quantization,0,40,3,174,217,3,40,0.5182339919776623,,-0.05628557449089982,1.0,,-0.05628557449089982,,
Feature encoding,Post-training quantization,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Huffman coding,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Ablation,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Mixed-precision compression,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
Feature encoding,Integer-only operations,0,11,3,203,217,3,11,0.31816722087539906,,-0.02736002394152379,1.0,,-0.02736002394152379,,
Feature encoding,Parameter amount reduction,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,,-0.011419563624939743,,
Feature encoding,Binary and ternary weights training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Quantization-aware training,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,,-0.014018691588785047,,
Feature encoding,Binary weights and activations,0,6,3,208,217,3,6,0.24636168355623522,,-0.019965865365064398,1.0,,-0.019965865365064398,,
Feature encoding,Ternary weights and activations 2-bit,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
Feature encoding,Tenary weights,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Feature encoding,ADMM-based compression,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Feature encoding,Sparsification,0,10,3,204,217,3,10,0.30590634059779964,,-0.026023671488071862,1.0,,-0.026023671488071862,,
Feature encoding,Weight sharing,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Weight grouping,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Node masking,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Diagonal scalar weight matrix,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Matrix reusing,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Smaller computation datatype,0,7,3,207,217,3,7,0.263248813069786,,-0.021616885058355847,1.0,,-0.021616885058355847,,
Feature encoding,Continous learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Imitation learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Closed-loop learning,0,6,3,208,217,3,6,0.24636168355623522,,-0.019965865365064398,1.0,,-0.019965865365064398,,
Feature encoding,Meta-learning,0,10,3,204,217,3,10,0.30590634059779964,,-0.026023671488071862,1.0,,-0.026023671488071862,,
Feature encoding,Self-supervision learning,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,,-0.014018691588785047,,
Feature encoding,Self-adjusted learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Destillation learning,0,11,3,203,217,3,11,0.31816722087539906,,-0.02736002394152379,1.0,,-0.02736002394152379,,
Feature encoding,Transfer learning,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
Feature encoding,Federated learning,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,,-0.011419563624939743,,
Feature encoding,End-to-end learning,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Feature encoding,Few-shot learning,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Feature encoding,Online training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Test-time training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Fault tolerant training,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Feature encoding,Adversarial training,0,28,3,186,217,3,28,0.4571976885569208,,-0.04557239513497755,1.0,,-0.04557239513497755,,
Feature encoding,Adversarial generation decoupling,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Incremental training with sensor data,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,,-0.011419563624939743,,
Feature encoding,Inclusion of wrong labeled data in training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Training with unlabed data,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,,-0.011419563624939743,,
Feature encoding,Standard training on fully labeled datasets,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,,-0.014018691588785047,,
Feature encoding,On-device local training,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,,-0.014018691588785047,,
Feature encoding,Training with gradient noise,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,,-0.011419563624939743,,
Feature encoding,Contrastive representation learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Training optimization algorithm selection or adaptation,0,11,3,203,217,3,11,0.31816722087539906,,-0.02736002394152379,1.0,,-0.02736002394152379,,
Feature encoding,Training loss function selection or adaptation,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
Feature encoding,Label smooting,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,,-0.011419563624939743,,
Feature encoding,Training loss early stopping,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Weight initialization random,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Pretraining,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,,-0.014018691588785047,,
Feature encoding,Suppress redundant channel activations,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Regularization training,0,8,3,206,217,3,8,0.27862677921159384,,-0.02316464191342957,1.0,,-0.02316464191342957,,
Feature encoding,Training with uncertainty measures,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Fault-aware retraining,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Retraining for fine tuning,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Feature encoding,Quantization-aware retraining,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,,-0.014018691588785047,,
Feature encoding,Automatic retraining and deployment triggering,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Training with adversarial noise,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Feature encoding,Heuristics-driven augmentation,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
Feature encoding,Data-driven augmentations,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Modular system design,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,,-0.011419563624939743,,
Feature encoding,Sensor ring architecture,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Containerization,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,,-0.014018691588785047,,
Feature encoding,Specific model type selection,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Feature encoding,TPU SoC or Accelerator Hardware ,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
Feature encoding,Edge compute hardware,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Feature encoding,Library Encapsulation,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Deployment pipeline creation,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,,-0.014018691588785047,,
Feature encoding,Model pool for deployment,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Network combination,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,,-0.014018691588785047,,
Feature encoding,Weight averaging,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Input resolution adjustment,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,,-0.014018691588785047,,
Feature encoding,Sensor or input data fusion,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
Feature encoding,Sliding Window,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Frame rate reduction,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,,-0.011419563624939743,,
Feature encoding,Input spatial partitioning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
Feature encoding,Input contrast improvement,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,,-0.008056137408713865,,
