QA,Tactic,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,w_p,logRR_norm,phi_norm,Score_default,Score_minus_conf
Modifiability ,Huffman coding,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Ablation,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Mixed-precision compression,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Modifiability ,Integer-only operations,0,11,3,203,217,3,11,0.31816722087539906,,-0.02736002394152379,1.0,-0.0,,-0.02736002394152379,,
Modifiability ,Parameter amount reduction,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Binary and ternary weights training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Quantization-aware training,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Binary weights and activations,0,6,3,208,217,3,6,0.24636168355623522,,-0.019965865365064398,1.0,-0.0,,-0.019965865365064398,,
Modifiability ,Ternary weights and activations 2-bit,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Modifiability ,Tenary weights,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,ADMM-based compression,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,Sparsification,0,10,3,204,217,3,10,0.30590634059779964,,-0.026023671488071862,1.0,-0.0,,-0.026023671488071862,,
Modifiability ,Weight sharing,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Weight grouping,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Node masking,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Diagonal scalar weight matrix,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Matrix reusing,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Smaller computation datatype,0,7,3,207,217,3,7,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Modifiability ,Tensor or matrix decomposition,0,6,3,208,217,3,6,0.24636168355623522,,-0.019965865365064398,1.0,-0.0,,-0.019965865365064398,,
Modifiability ,Continous learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Imitation learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Closed-loop learning,0,6,3,208,217,3,6,0.24636168355623522,,-0.019965865365064398,1.0,-0.0,,-0.019965865365064398,,
Modifiability ,Meta-learning,0,10,3,204,217,3,10,0.30590634059779964,,-0.026023671488071862,1.0,-0.0,,-0.026023671488071862,,
Modifiability ,Self-supervision learning,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Self-adjusted learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Destillation learning,0,11,3,203,217,3,11,0.31816722087539906,,-0.02736002394152379,1.0,-0.0,,-0.02736002394152379,,
Modifiability ,Transfer learning,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Modifiability ,Federated learning,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,End-to-end learning,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,Few-shot learning,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,Online training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Test-time training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Fault tolerant training,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,Adversarial training,0,28,3,186,217,3,28,0.4571976885569208,,-0.04557239513497755,1.0,-0.0,,-0.04557239513497755,,
Modifiability ,Adversarial generation decoupling,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Incremental training with sensor data,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Inclusion of wrong labeled data in training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Training with unlabed data,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Standard training on fully labeled datasets,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,On-device local training,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Training with gradient noise,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Contrastive representation learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Training optimization algorithm selection or adaptation,0,11,3,203,217,3,11,0.31816722087539906,,-0.02736002394152379,1.0,-0.0,,-0.02736002394152379,,
Modifiability ,Training loss function selection or adaptation,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Modifiability ,Label smooting,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Training loss early stopping,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Weight initialization random,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Pretraining,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Suppress redundant channel activations,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Regularization training,0,8,3,206,217,3,8,0.27862677921159384,,-0.02316464191342957,1.0,-0.0,,-0.02316464191342957,,
Modifiability ,Training with uncertainty measures,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Finetuning ,0,10,3,204,217,3,10,0.30590634059779964,,-0.026023671488071862,1.0,-0.0,,-0.026023671488071862,,
Modifiability ,Fault-aware retraining,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Retraining for fine tuning,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,Quantization-aware retraining,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Automatic retraining and deployment triggering,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Training with adversarial noise,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,Heuristics-driven augmentation,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Modifiability ,Data-driven augmentations,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Sensor ring architecture,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Specific model type selection,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,TPU SoC or Accelerator Hardware ,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Modifiability ,Edge compute hardware,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,Model pool for deployment,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Network combination,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Weight averaging,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Input resolution adjustment,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Sensor or input data fusion,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Modifiability ,Sliding Window,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Frame rate reduction,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Input contrast improvement,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Input modification,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Sequential input fusion,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Signal overwriting,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Denoising,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Robust feature extraction,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Post-processing,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Decision smoothing,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Width adjustment,0,15,3,199,217,3,15,0.3605926808381029,,-0.03226440685433805,1.0,-0.0,,-0.03226440685433805,,
Modifiability ,Depth adjustment,0,12,3,202,217,3,12,0.3296799539643607,,-0.02864622727174541,1.0,-0.0,,-0.02864622727174541,,
Modifiability ,Last stage reduction,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,New or specific layer module,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Modifiability ,Model fusion,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Kernel regularization,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Regularization,0,7,3,207,217,3,7,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Modifiability ,Early-exit inference,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,Additional side branches with uncertainty measures,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Tuner and meta-tuner blocks,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Adapter module,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Bottleneck module,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Separation of convolutional kernels,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Depthwise-separable convolution layers,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Convolution unfolding,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Activation function selection,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,Fault-map-based neuron re-mapping,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Multiscale feature processing architectures,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Architecture design through math. optimization,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Modifiability ,Neural architecture search,0,10,3,204,217,3,10,0.30590634059779964,,-0.026023671488071862,1.0,-0.0,,-0.026023671488071862,,
Modifiability ,Hardware and Software codesign,0,8,3,206,217,3,8,0.27862677921159384,,-0.02316464191342957,1.0,-0.0,,-0.02316464191342957,,
Modifiability ,Architecture design optimization with reinforcement learning,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Model format conversion,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Normalization,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Policy conversion,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Feature encoding,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,On-chip weight caching,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Cache preloading,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Prediction/intermediate result caching,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Relevant content caching,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Light communication protocol usage,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Cloud compression and edge reconstruction,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Deadline-aware scheduling,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Memory scheduling,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Multitask Scheduling,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Single task assignment,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Adaptive batching,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Sensor duty cycle,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Later local processing of encoded features,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Straggler mitigation,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Prediction combination of multi-models,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Competing models ,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Multi-model of different models,0,6,3,208,217,3,6,0.24636168355623522,,-0.019965865365064398,1.0,-0.0,,-0.019965865365064398,,
Modifiability ,Data-level parallelsim in CNN layer,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Event-based processing,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Partial layer execution,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Matrix-multiplication optimization,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Simultaneous memory loading,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Modifiability ,External computational offloading,0,11,3,203,217,3,11,0.31816722087539906,,-0.02736002394152379,1.0,-0.0,,-0.02736002394152379,,
Modifiability ,Internal computation balancing,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Quantitative sensor selection,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Out-of-distribution detection,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Failure prevention or mitigation,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Modifiability ,Independent model development,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Coupled semantic descriptions,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Test time adaption,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Modifiability ,Merging of fault maps,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,High-level synthesis,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Modifiability ,Post-hoc uncertainty calibration ,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Portability,Pruning,0,23,5,189,217,5,23,0.5107689239601585,,-0.052878621476169334,1.0,-0.0,,-0.052878621476169334,,
